n_single_style_artists,n_styles_x,pseudo_F,eta2_style_artist_centroids,permutation_p,n_permutations,dataset,sigma_ref,n_styles_y,mean_pairwise_style_distance,median_pairwise_style_distance,min_pairwise_style_distance,max_pairwise_style_distance,style_fraction,artist_within_style_fraction,painting_residual_fraction,style_share_of_between_artist_variation
1597,10,9.876677472167705,0.0530405289675001,0.0002,4999,artbench10_all,1.0,10,0.4201073104800558,0.3740344708133892,0.0442155055341863,1.0705572811677966,0.0388686265536127,0.25490445900868275,0.7101448388269781,0.13198832423342416
1597,10,14.468178716771144,0.0758284279894584,0.0002,4999,artbench10_all,2.0,10,0.5152971808792826,0.4228091416886975,0.0947834862233988,1.2648934755704897,0.0806315459077234,0.2526748281654069,0.6791541595711876,0.23650723957884284
1597,10,8.397765231440243,0.0454594017828334,0.0002,4999,artbench10_all,4.0,10,0.5157629899820256,0.4094967670088088,0.1044384875165758,1.4725167034573627,0.03822825613922775,0.22757823830448387,0.7388579422450026,0.14677902961834804
1597,10,9.083852845677788,0.048991428641937,0.0002,4999,artbench10_all,8.0,10,0.428526598778195,0.3152073705906805,0.0947642579329011,1.2639554490698917,0.01986209838841635,0.17560430877901184,0.8056516882122486,0.10153700871342619
1232,8,8.015109128244635,0.0438290065399593,0.0002,4999,artbench10_wikiart8,1.0,8,0.3255021048599992,0.2798805588237253,0.0501077116734971,0.6024403488333611,0.04087892582924235,0.271633968688087,0.6864800414503416,0.13232147439210054
1232,8,9.017337866675136,0.0490407251249797,0.0002,4999,artbench10_wikiart8,2.0,8,0.3932306828175664,0.4200937764660483,0.1032476447170531,0.8307964126296389,0.052116516709264454,0.27960365782058316,0.6800259911128603,0.1614512705604929
1232,8,6.786649071759945,0.0373624058366735,0.0002,4999,artbench10_wikiart8,4.0,8,0.391322155587639,0.3922408955701308,0.1157032791690549,0.8281245432985136,0.03164702467184715,0.26321190142835116,0.712719350714996,0.1144356430337127
1232,8,6.506867332821746,0.0358773900400984,0.0002,4999,artbench10_wikiart8,8.0,8,0.3228672259595918,0.2902659112941198,0.1004521602425112,0.6344630846040434,0.016956847233349,0.22001600907007934,0.7632591448814416,0.08723230256211895
